impact_speed,dead,airbag,seatbelt,frontal,sex,occupant_age,accident_year,vehicle_year,airbag_deploy,occupant,injury_level
10-24,alive,airbag,none,1,m,21,2002,2002.0,nodeploy,driver,no incapacity
10-24,alive,airbag,none,1,f,63,2002,1997.0,deploy,driver,possible injury
10-24,alive,airbag,none,1,f,87,2002,1997.0,deploy,pass,possible injury
25-39,alive,airbag,belted,0,m,33,2002,1996.0,nodeploy,driver,unknown
25-39,alive,airbag,none,1,f,45,2002,2001.0,deploy,driver,no incapacity
1-9km/h,alive,none,none,0,m,50,2002,1991.0,unavail,driver,possible injury
25-39,alive,airbag,none,1,m,49,2002,2002.0,deploy,driver,no injury
25-39,alive,airbag,none,1,f,37,2002,2002.0,deploy,pass,no incapacity
40-54,alive,none,none,1,m,34,2002,1990.0,unavail,driver,unknown
25-39,alive,airbag,none,1,m,18,2002,2001.0,deploy,driver,no injury
25-39,alive,airbag,none,1,f,16,2002,2001.0,deploy,pass,possible injury
10-24,alive,airbag,belted,1,m,31,2002,1994.0,deploy,driver,possible injury
10-24,alive,airbag,none,1,m,33,2002,1995.0,deploy,driver,no incapacity
10-24,alive,airbag,belted,0,m,41,2002,2001.0,nodeploy,driver,no injury
10-24,alive,none,none,1,f,26,2002,1993.0,unavail,driver,no injury
10-24,alive,none,none,1,m,26,2002,1993.0,unavail,pass,no injury
25-39,alive,airbag,none,1,f,42,2002,1994.0,deploy,driver,possible injury
10-24,alive,airbag,belted,1,f,47,2002,2000.0,deploy,driver,no injury
25-39,alive,none,none,1,m,28,2002,1989.0,unavail,driver,incapacity
25-39,alive,none,belted,1,m,18,2002,1989.0,unavail,pass,no injury
10-24,alive,airbag,belted,1,m,21,2002,1994.0,deploy,driver,no incapacity
10-24,alive,airbag,belted,1,m,67,2002,1997.0,deploy,driver,no incapacity
10-24,alive,none,belted,0,m,72,2002,1993.0,unavail,driver,no injury
10-24,alive,airbag,none,1,f,36,2002,1998.0,deploy,driver,possible injury
10-24,alive,airbag,belted,1,f,23,2002,1996.0,deploy,driver,possible injury
10-24,alive,none,none,1,m,19,2002,1991.0,unavail,driver,no injury
10-24,alive,none,none,1,f,17,2002,1991.0,unavail,pass,no incapacity
10-24,alive,none,none,1,m,79,2002,1989.0,unavail,driver,no incapacity
10-24,alive,none,none,1,m,92,2002,1989.0,unavail,pass,possible injury
10-24,alive,none,belted,1,m,19,2002,1989.0,unavail,driver,no injury
25-39,alive,airbag,belted,1,f,62,2002,1992.0,deploy,driver,no incapacity
10-24,alive,none,belted,0,m,83,2002,1977.0,unavail,driver,incapacity
10-24,alive,airbag,belted,1,m,42,2002,2000.0,nodeploy,driver,no injury
10-24,alive,airbag,none,1,m,18,2002,2002.0,deploy,driver,no injury
10-24,alive,airbag,none,1,f,17,2002,2002.0,deploy,pass,possible injury
10-24,alive,airbag,belted,0,f,41,2002,1998.0,nodeploy,driver,possible injury
10-24,alive,airbag,none,0,f,17,2002,1998.0,nodeploy,pass,no incapacity
10-24,alive,airbag,none,0,m,37,2002,1999.0,deploy,driver,no incapacity
25-39,alive,airbag,belted,0,m,38,2002,2001.0,nodeploy,driver,possible injury
25-39,alive,airbag,belted,0,f,62,2002,2001.0,nodeploy,pass,possible injury
25-39,alive,airbag,belted,1,m,19,2002,1995.0,deploy,driver,no injury
40-54,alive,airbag,belted,0,m,42,2002,2000.0,deploy,driver,incapacity
10-24,alive,none,none,1,f,19,2002,1989.0,unavail,driver,possible injury
10-24,alive,airbag,none,1,f,26,2002,2000.0,deploy,driver,possible injury
10-24,alive,airbag,belted,1,m,19,2002,1997.0,nodeploy,driver,no incapacity
1-9km/h,alive,none,none,1,f,40,2002,1994.0,unavail,driver,possible injury
1-9km/h,alive,none,belted,1,f,82,2002,1994.0,unavail,pass,possible injury
25-39,alive,airbag,belted,0,f,27,2002,1998.0,nodeploy,driver,possible injury
25-39,alive,airbag,none,1,m,21,2002,1993.0,deploy,driver,incapacity
10-24,alive,airbag,belted,1,f,42,2002,2000.0,nodeploy,driver,no injury
10-24,alive,airbag,belted,1,f,65,2002,1999.0,nodeploy,driver,possible injury
10-24,alive,airbag,none,1,m,35,2002,1999.0,nodeploy,pass,possible injury
10-24,alive,airbag,belted,1,m,57,2002,2001.0,nodeploy,driver,possible injury
40-54,alive,none,belted,1,m,31,2002,1994.0,unavail,driver,no incapacity
25-39,alive,airbag,belted,1,m,48,2002,1992.0,deploy,driver,no injury
25-39,alive,none,belted,1,m,44,2002,1992.0,unavail,pass,no injury
10-24,alive,airbag,belted,1,f,19,2002,2002.0,deploy,driver,possible injury
10-24,alive,airbag,belted,0,m,46,2002,2001.0,nodeploy,driver,possible injury
10-24,alive,airbag,belted,0,f,48,2002,2001.0,nodeploy,pass,possible injury
10-24,alive,none,belted,1,m,20,2002,1993.0,unavail,driver,no injury
10-24,alive,none,belted,1,f,49,2002,1986.0,unavail,driver,possible injury
10-24,alive,airbag,belted,1,f,47,2002,1992.0,nodeploy,driver,possible injury
10-24,alive,airbag,belted,1,f,42,2002,2002.0,nodeploy,driver,no injury
10-24,alive,airbag,belted,1,f,25,2002,1993.0,nodeploy,driver,no injury
10-24,alive,airbag,belted,0,f,44,2002,1999.0,nodeploy,driver,no injury
10-24,alive,airbag,belted,0,m,20,2002,1999.0,nodeploy,pass,
10-24,alive,airbag,belted,1,m,55,2002,1999.0,nodeploy,driver,no injury
40-54,alive,none,none,0,m,51,2002,1989.0,unavail,driver,possible injury
40-54,alive,airbag,none,1,m,43,2002,2002.0,deploy,driver,possible injury
1-9km/h,alive,airbag,none,0,m,20,2002,2002.0,nodeploy,driver,no injury
25-39,alive,airbag,belted,1,f,75,2002,1995.0,deploy,driver,no injury
25-39,alive,airbag,belted,0,f,68,2002,1998.0,nodeploy,driver,no injury
10-24,alive,airbag,belted,1,m,48,2002,2002.0,deploy,driver,possible injury
25-39,alive,airbag,belted,1,f,60,2002,2000.0,deploy,driver,possible injury
10-24,alive,airbag,belted,1,f,72,2002,1993.0,deploy,driver,possible injury
10-24,alive,airbag,belted,0,m,72,2002,2001.0,nodeploy,driver,no injury
25-39,alive,airbag,belted,1,m,38,2002,2000.0,nodeploy,driver,no injury
25-39,alive,airbag,belted,1,m,83,2002,1990.0,deploy,driver,no incapacity
10-24,alive,none,belted,1,m,78,2002,1994.0,unavail,driver,possible injury
10-24,alive,airbag,belted,1,m,23,2002,1999.0,nodeploy,driver,no injury
10-24,alive,airbag,belted,1,f,22,2002,1999.0,nodeploy,pass,no injury
1-9km/h,alive,airbag,belted,1,m,87,2002,1995.0,deploy,driver,no incapacity
25-39,alive,airbag,belted,1,m,87,2002,2002.0,deploy,driver,no incapacity
10-24,alive,airbag,belted,0,f,54,2002,1994.0,nodeploy,driver,unknown
10-24,alive,none,belted,1,m,22,2002,1987.0,unavail,driver,possible injury
10-24,alive,none,belted,1,f,22,2002,1987.0,unavail,pass,possible injury
25-39,alive,airbag,belted,1,m,23,2002,1996.0,deploy,driver,no injury
25-39,alive,airbag,none,0,m,61,2002,2001.0,nodeploy,driver,possible injury
25-39,alive,airbag,belted,1,f,38,2002,1998.0,deploy,driver,incapacity
25-39,alive,airbag,none,1,m,72,2002,2001.0,deploy,driver,unknown
10-24,alive,airbag,belted,1,f,65,2002,1997.0,nodeploy,driver,no injury
10-24,alive,airbag,belted,1,f,30,2002,1997.0,nodeploy,pass,possible injury
40-54,alive,airbag,none,1,m,44,2002,1993.0,deploy,driver,no injury
40-54,alive,none,none,1,f,44,2002,1993.0,unavail,pass,incapacity
40-54,alive,airbag,belted,0,f,48,2002,2000.0,nodeploy,driver,possible injury
40-54,alive,none,none,1,m,33,2002,1990.0,unavail,driver,incapacity
40-54,alive,airbag,none,1,m,39,2002,1998.0,deploy,driver,incapacity
10-24,alive,none,belted,1,f,72,2002,1991.0,unavail,driver,no incapacity
10-24,alive,airbag,belted,0,m,43,2002,1993.0,nodeploy,driver,possible injury
10-24,alive,airbag,belted,1,m,31,2002,2001.0,deploy,driver,possible injury
10-24,alive,none,belted,0,m,57,2002,1992.0,unavail,driver,possible injury
1-9km/h,alive,airbag,belted,0,f,49,2002,2002.0,nodeploy,driver,no injury
1-9km/h,alive,airbag,belted,0,f,59,2002,2002.0,nodeploy,pass,no injury
10-24,alive,airbag,belted,1,f,24,2002,2002.0,nodeploy,driver,no injury
1-9km/h,alive,airbag,belted,0,m,65,2002,1997.0,deploy,driver,no injury
10-24,alive,airbag,none,1,m,41,2002,2000.0,deploy,driver,no injury
10-24,alive,airbag,none,1,f,39,2002,2000.0,deploy,pass,no injury
25-39,alive,airbag,none,1,m,34,2002,1993.0,deploy,driver,incapacity
10-24,alive,none,belted,1,m,47,2002,1994.0,unavail,driver,no injury
10-24,alive,airbag,belted,1,f,45,2002,2000.0,deploy,driver,no incapacity
10-24,alive,airbag,none,1,m,68,2002,1998.0,deploy,driver,possible injury
10-24,alive,airbag,none,1,m,63,2002,1998.0,nodeploy,pass,incapacity
55+,alive,airbag,none,1,m,46,2002,2001.0,deploy,driver,incapacity
55+,alive,airbag,belted,1,f,47,2002,2001.0,deploy,pass,incapacity
55+,alive,airbag,belted,1,m,45,2002,1993.0,deploy,driver,incapacity
55+,alive,none,belted,1,f,44,2002,1993.0,unavail,pass,unknown
25-39,alive,airbag,belted,1,f,32,2002,2000.0,deploy,driver,incapacity
25-39,alive,airbag,none,1,m,32,2002,2000.0,deploy,pass,no incapacity
40-54,alive,airbag,none,1,m,51,2002,2001.0,deploy,driver,possible injury
10-24,alive,airbag,belted,0,m,22,2002,1995.0,nodeploy,driver,no injury
10-24,alive,airbag,belted,1,f,26,2002,2002.0,nodeploy,driver,possible injury
25-39,alive,airbag,belted,1,m,18,2002,1996.0,deploy,driver,no incapacity
10-24,alive,airbag,none,1,m,18,2002,1996.0,deploy,driver,no injury
10-24,alive,airbag,belted,1,f,17,2002,2002.0,deploy,driver,no injury
25-39,alive,airbag,belted,0,m,23,2002,2001.0,nodeploy,driver,incapacity
55+,alive,airbag,belted,1,m,30,2002,1997.0,deploy,driver,no incapacity
55+,dead,airbag,none,1,m,36,2002,1997.0,deploy,pass,killed
10-24,alive,airbag,none,1,m,62,2002,1998.0,nodeploy,driver,incapacity
10-24,alive,airbag,belted,1,m,29,2002,2000.0,deploy,driver,no incapacity
25-39,dead,none,belted,0,m,71,2002,1989.0,unavail,driver,killed
25-39,alive,airbag,belted,1,m,59,2002,2002.0,deploy,driver,no injury
25-39,alive,none,belted,0,f,35,2002,1989.0,unavail,driver,incapacity
10-24,alive,airbag,none,0,m,40,2002,1999.0,nodeploy,driver,incapacity
10-24,alive,airbag,none,1,m,31,2002,2000.0,deploy,driver,no injury
10-24,alive,airbag,belted,0,m,42,2002,1992.0,deploy,driver,no injury
10-24,alive,airbag,belted,1,f,50,2002,1991.0,deploy,driver,incapacity
10-24,alive,airbag,belted,1,m,35,2002,1999.0,deploy,driver,no injury
55+,alive,airbag,none,1,m,26,2002,1998.0,deploy,driver,incapacity
10-24,alive,airbag,belted,0,m,43,2002,1997.0,deploy,driver,incapacity
10-24,alive,airbag,none,1,f,49,2002,1999.0,deploy,driver,incapacity
10-24,alive,airbag,none,1,f,21,2002,1999.0,deploy,pass,incapacity
25-39,alive,airbag,belted,1,m,16,2002,2001.0,deploy,pass,incapacity
25-39,alive,airbag,belted,1,m,27,2002,1997.0,deploy,driver,no incapacity
40-54,alive,none,none,0,f,19,2002,1988.0,unavail,driver,no incapacity
10-24,alive,airbag,belted,1,f,17,2002,1992.0,deploy,driver,incapacity
10-24,alive,none,belted,1,f,17,2002,1992.0,unavail,pass,incapacity
10-24,alive,airbag,none,0,m,36,2002,1992.0,deploy,driver,possible injury
10-24,alive,none,none,0,m,38,2002,1992.0,unavail,pass,possible injury
10-24,alive,none,belted,1,m,41,2002,1990.0,unavail,driver,possible injury
25-39,dead,airbag,none,1,f,80,2002,1995.0,deploy,driver,killed
25-39,alive,airbag,belted,1,m,55,2002,2000.0,deploy,driver,incapacity
25-39,alive,airbag,belted,1,f,57,2002,2000.0,deploy,pass,incapacity
25-39,dead,airbag,none,1,m,60,2002,1998.0,deploy,driver,killed
25-39,alive,none,belted,0,m,43,2002,1983.0,unavail,driver,incapacity
1-9km/h,alive,airbag,belted,1,f,25,2002,2001.0,deploy,driver,no injury
25-39,alive,airbag,belted,1,f,28,2002,1999.0,deploy,driver,incapacity
10-24,alive,airbag,belted,1,f,44,2002,1990.0,deploy,driver,no injury
10-24,alive,airbag,belted,1,m,22,2002,1995.0,deploy,driver,no injury
10-24,alive,airbag,belted,1,f,43,2002,1997.0,deploy,driver,no incapacity
25-39,alive,none,belted,0,f,32,2002,1990.0,unavail,driver,incapacity
25-39,alive,none,none,0,m,27,2002,1990.0,unavail,pass,incapacity
1-9km/h,alive,airbag,none,1,f,34,2002,2000.0,nodeploy,driver,incapacity
55+,alive,none,belted,1,f,16,2002,1990.0,unavail,driver,incapacity
10-24,alive,airbag,belted,0,m,19,2002,1999.0,nodeploy,driver,incapacity
40-54,alive,airbag,belted,1,m,45,2002,1995.0,deploy,driver,incapacity
40-54,alive,airbag,none,1,m,18,2002,1999.0,deploy,driver,incapacity
25-39,alive,airbag,belted,1,m,69,2002,1994.0,deploy,driver,incapacity
25-39,alive,none,belted,1,f,56,2002,1994.0,unavail,pass,no incapacity
25-39,alive,airbag,none,1,m,21,2002,1999.0,deploy,driver,no incapacity
25-39,alive,none,none,1,f,18,2002,1999.0,unavail,pass,incapacity
10-24,alive,airbag,belted,1,f,27,2002,1998.0,deploy,driver,no injury
10-24,alive,airbag,belted,0,f,49,2002,1996.0,nodeploy,driver,incapacity
25-39,alive,none,belted,1,m,78,2002,1991.0,unavail,driver,incapacity
40-54,dead,none,belted,1,f,71,2002,1991.0,unavail,driver,killed
25-39,alive,airbag,belted,0,m,23,2002,1995.0,nodeploy,driver,incapacity
25-39,alive,none,belted,1,f,29,2002,1987.0,unavail,driver,no injury
25-39,alive,none,belted,0,f,50,2002,1987.0,unavail,driver,incapacity
25-39,alive,none,belted,1,f,83,2002,1986.0,unavail,driver,incapacity
10-24,alive,airbag,belted,1,m,52,2002,1997.0,deploy,driver,incapacity
1-9km/h,alive,airbag,belted,0,m,24,2002,2002.0,nodeploy,driver,incapacity
10-24,alive,airbag,none,1,m,49,2002,1998.0,deploy,driver,incapacity
40-54,alive,airbag,belted,0,m,62,2002,1990.0,deploy,driver,incapacity
40-54,alive,airbag,belted,1,f,32,2002,1998.0,deploy,driver,incapacity
40-54,alive,airbag,belted,1,f,67,2002,1999.0,deploy,driver,incapacity
10-24,alive,airbag,belted,0,f,53,2002,1995.0,deploy,driver,no incapacity
10-24,alive,airbag,belted,1,m,63,2002,1999.0,deploy,driver,no incapacity
10-24,alive,airbag,belted,1,m,19,2002,1995.0,deploy,driver,incapacity
10-24,alive,airbag,belted,1,m,40,2002,1993.0,deploy,driver,no injury
10-24,alive,none,none,1,f,66,2002,1993.0,unavail,pass,incapacity
25-39,alive,airbag,belted,1,m,53,2002,1995.0,deploy,driver,no injury
25-39,alive,airbag,belted,0,f,22,2002,2001.0,nodeploy,driver,incapacity
25-39,alive,airbag,belted,0,f,21,2002,2001.0,nodeploy,pass,no incapacity
10-24,alive,airbag,belted,1,f,58,2002,1999.0,nodeploy,driver,incapacity
10-24,alive,airbag,belted,1,f,20,2002,1999.0,deploy,driver,possible injury
10-24,alive,airbag,belted,1,m,45,2002,1995.0,deploy,driver,incapacity
10-24,alive,airbag,belted,1,f,41,2002,1996.0,deploy,driver,possible injury
1-9km/h,alive,airbag,belted,0,f,38,2002,1995.0,deploy,driver,incapacity
10-24,alive,airbag,belted,1,m,22,2002,1999.0,deploy,driver,no incapacity
10-24,dead,airbag,none,1,m,22,2002,1999.0,deploy,pass,killed
10-24,alive,airbag,belted,1,m,39,2002,2000.0,deploy,driver,incapacity
10-24,alive,airbag,belted,1,f,48,2002,2000.0,deploy,pass,no incapacity
10-24,alive,airbag,belted,1,f,26,2002,1994.0,deploy,driver,possible injury
25-39,alive,airbag,none,1,f,47,2002,2001.0,deploy,driver,incapacity
55+,alive,airbag,belted,1,m,24,2002,1995.0,deploy,driver,incapacity
55+,alive,airbag,belted,0,m,36,2002,1999.0,nodeploy,driver,incapacity
55+,alive,airbag,belted,0,f,33,2002,1999.0,nodeploy,pass,incapacity
10-24,alive,airbag,belted,0,m,20,2002,2000.0,nodeploy,driver,no injury
10-24,alive,airbag,belted,0,f,20,2002,2000.0,nodeploy,pass,no injury
10-24,alive,airbag,none,0,m,50,2002,2000.0,deploy,driver,incapacity
10-24,alive,none,belted,1,m,20,2002,1992.0,unavail,driver,incapacity
40-54,alive,none,belted,0,f,19,2002,1993.0,unavail,driver,incapacity
10-24,alive,airbag,belted,1,m,32,2002,1991.0,deploy,driver,incapacity
10-24,alive,none,belted,1,f,29,2002,1991.0,unavail,pass,incapacity
10-24,alive,airbag,belted,1,f,51,2002,2000.0,deploy,driver,incapacity
25-39,alive,airbag,belted,1,m,51,2002,1999.0,nodeploy,driver,incapacity
1-9km/h,alive,airbag,belted,0,f,52,2002,2000.0,nodeploy,driver,no incapacity
25-39,alive,airbag,belted,0,m,21,2002,2000.0,deploy,driver,incapacity
10-24,alive,airbag,belted,0,f,25,2002,1999.0,nodeploy,driver,incapacity
10-24,alive,airbag,belted,1,m,55,2002,1999.0,deploy,driver,no injury
10-24,alive,airbag,belted,0,f,85,2002,1998.0,deploy,driver,incapacity
10-24,alive,airbag,belted,1,f,38,2002,1998.0,deploy,driver,incapacity
10-24,alive,airbag,belted,1,f,18,2002,1998.0,deploy,pass,incapacity
40-54,alive,none,belted,0,m,19,2002,1991.0,unavail,driver,incapacity
40-54,dead,none,belted,0,m,20,2002,1991.0,unavail,pass,killed
10-24,alive,airbag,belted,1,f,23,2002,2000.0,deploy,driver,no incapacity
10-24,alive,airbag,belted,0,f,63,2002,1993.0,deploy,driver,incapacity
1-9km/h,alive,airbag,belted,0,f,38,2002,1999.0,nodeploy,driver,no incapacity
25-39,alive,none,belted,1,f,69,2002,1987.0,unavail,driver,incapacity
25-39,alive,airbag,belted,1,m,22,2002,1999.0,deploy,driver,no incapacity
25-39,alive,airbag,belted,1,m,23,2002,1999.0,deploy,pass,no incapacity
40-54,dead,airbag,none,0,m,21,2002,1994.0,nodeploy,driver,killed
40-54,dead,airbag,belted,1,m,33,2002,2001.0,deploy,driver,incapacity
25-39,alive,airbag,none,1,m,40,2002,1993.0,deploy,driver,possible injury
10-24,alive,none,belted,0,m,54,2002,1991.0,unavail,driver,no incapacity
10-24,alive,none,belted,0,f,49,2002,1991.0,unavail,pass,no incapacity
10-24,alive,airbag,belted,1,m,24,2002,1994.0,nodeploy,driver,no injury
10-24,alive,airbag,belted,0,f,48,2002,2000.0,nodeploy,driver,incapacity
10-24,alive,airbag,belted,1,m,32,2002,1999.0,deploy,driver,incapacity
10-24,alive,airbag,none,1,m,36,2002,1996.0,deploy,driver,incapacity
10-24,alive,none,belted,0,m,25,2002,1990.0,unavail,driver,no incapacity
40-54,dead,airbag,none,1,m,68,2002,2000.0,deploy,driver,killed
40-54,alive,airbag,belted,0,f,23,2002,1994.0,nodeploy,driver,incapacity
25-39,alive,airbag,belted,1,f,38,2002,2001.0,deploy,driver,incapacity
10-24,alive,airbag,belted,1,f,47,2002,2000.0,deploy,driver,incapacity
10-24,alive,airbag,belted,0,m,61,2002,1997.0,deploy,driver,no injury
10-24,alive,airbag,belted,1,m,40,2002,2002.0,deploy,driver,incapacity
10-24,alive,airbag,belted,0,m,47,2002,1996.0,nodeploy,driver,no injury
40-54,alive,none,none,1,m,43,2002,1996.0,unavail,driver,incapacity
40-54,alive,airbag,belted,0,m,18,2002,1998.0,nodeploy,driver,no incapacity
55+,alive,none,belted,1,m,36,2002,1989.0,unavail,driver,incapacity
10-24,alive,none,belted,1,f,45,2002,1991.0,unavail,driver,incapacity
25-39,alive,airbag,none,1,m,38,2002,2001.0,deploy,driver,no incapacity
40-54,alive,none,belted,1,m,72,2002,1989.0,unavail,driver,incapacity
10-24,alive,airbag,belted,0,f,41,2002,1998.0,nodeploy,driver,incapacity
40-54,dead,airbag,none,1,m,42,2002,2001.0,deploy,driver,killed
25-39,alive,airbag,belted,0,f,43,2002,1993.0,nodeploy,driver,possible injury
10-24,alive,airbag,belted,0,f,51,2002,2001.0,deploy,driver,incapacity
1-9km/h,alive,airbag,belted,1,m,45,2002,1993.0,deploy,driver,no injury
25-39,alive,none,belted,1,m,17,2002,1983.0,unavail,driver,incapacity
10-24,alive,airbag,belted,1,f,16,2002,2001.0,deploy,driver,incapacity
10-24,alive,airbag,belted,1,m,18,2002,2001.0,deploy,pass,incapacity
10-24,alive,airbag,belted,1,m,19,2002,1997.0,deploy,driver,no injury
10-24,alive,airbag,belted,1,f,18,2002,1997.0,deploy,pass,incapacity
10-24,dead,airbag,belted,0,f,73,2002,1991.0,nodeploy,driver,killed
10-24,alive,airbag,belted,0,f,62,2002,2001.0,nodeploy,driver,no incapacity
10-24,alive,airbag,belted,1,f,24,2002,2002.0,nodeploy,driver,incapacity
25-39,alive,none,belted,1,m,18,2002,1992.0,unavail,driver,no injury
25-39,alive,none,belted,1,m,17,2002,1992.0,unavail,pass,no injury
10-24,alive,airbag,belted,0,m,22,2002,1991.0,deploy,driver,incapacity
10-24,alive,none,belted,1,m,56,2002,1989.0,unavail,driver,no injury
10-24,alive,none,belted,1,f,52,2002,1989.0,unavail,pass,no incapacity
40-54,alive,airbag,belted,1,m,40,2002,1996.0,deploy,driver,incapacity
25-39,alive,none,belted,1,f,21,2002,1991.0,unavail,driver,no injury
10-24,alive,airbag,none,1,f,31,2002,1996.0,nodeploy,driver,incapacity
10-24,alive,airbag,belted,0,f,58,2002,2000.0,nodeploy,driver,incapacity
40-54,alive,none,belted,1,m,27,2002,1987.0,unavail,driver,incapacity
25-39,alive,airbag,none,1,m,43,2002,1995.0,deploy,driver,incapacity
55+,dead,airbag,belted,1,f,37,2002,1995.0,deploy,driver,killed
55+,dead,airbag,belted,1,m,45,2002,1995.0,deploy,pass,killed
10-24,alive,airbag,belted,1,m,25,2002,1994.0,deploy,driver,incapacity
25-39,alive,airbag,belted,0,m,18,2002,1995.0,deploy,driver,incapacity
40-54,dead,airbag,none,1,m,43,2002,1997.0,deploy,driver,killed
40-54,alive,none,belted,1,f,17,2002,1988.0,unavail,driver,no incapacity
40-54,alive,none,belted,1,f,19,2002,1988.0,unavail,pass,no incapacity
55+,alive,airbag,belted,1,m,21,2002,1993.0,deploy,driver,possible injury
10-24,alive,airbag,belted,1,f,36,2002,1999.0,deploy,driver,incapacity
25-39,alive,airbag,belted,0,f,30,2002,1996.0,deploy,driver,no incapacity
10-24,alive,airbag,belted,0,m,35,2002,2000.0,nodeploy,driver,no injury
10-24,alive,airbag,none,1,f,55,2002,2001.0,nodeploy,driver,incapacity
25-39,alive,none,belted,0,f,65,2002,1989.0,unavail,driver,incapacity
25-39,alive,none,belted,1,f,17,2002,1994.0,unavail,driver,no injury
10-24,alive,airbag,belted,1,f,41,2002,1995.0,deploy,driver,incapacity
40-54,alive,none,belted,1,m,20,2002,1991.0,unavail,driver,no incapacity
40-54,dead,none,belted,1,f,27,2002,1991.0,unavail,pass,killed
25-39,dead,airbag,belted,0,f,20,2002,2000.0,deploy,driver,killed
10-24,alive,none,belted,0,f,20,2002,1988.0,unavail,driver,incapacity
10-24,alive,none,belted,0,f,22,2002,1988.0,unavail,pass,no injury
10-24,alive,none,belted,1,m,50,2002,1989.0,unavail,driver,incapacity
25-39,alive,airbag,none,1,m,24,2002,2000.0,deploy,driver,incapacity
10-24,alive,none,belted,0,f,38,2002,1993.0,unavail,driver,no incapacity
10-24,alive,airbag,belted,1,m,42,2002,1999.0,deploy,driver,no incapacity
10-24,alive,airbag,belted,1,f,39,2002,1999.0,deploy,pass,no incapacity
25-39,alive,airbag,none,1,m,31,2002,1999.0,deploy,driver,no incapacity
10-24,alive,none,belted,0,m,64,2002,1991.0,unavail,driver,no injury
10-24,alive,airbag,none,1,m,23,2002,2001.0,deploy,driver,no injury
10-24,alive,none,belted,1,f,33,2002,1988.0,unavail,driver,incapacity
40-54,alive,airbag,none,1,m,25,2002,2001.0,deploy,driver,incapacity
1-9km/h,alive,airbag,belted,0,m,20,2002,2002.0,nodeploy,driver,incapacity
10-24,alive,none,belted,1,m,23,2002,1988.0,unavail,driver,no injury
10-24,alive,none,none,1,f,23,2002,1988.0,unavail,pass,no incapacity
25-39,alive,none,belted,0,f,21,2002,1992.0,unavail,driver,no incapacity
25-39,alive,none,belted,0,m,24,2002,1992.0,unavail,pass,no injury
25-39,alive,airbag,belted,0,m,24,2002,1996.0,nodeploy,driver,possible injury
10-24,alive,airbag,belted,1,f,45,2002,1992.0,deploy,driver,no injury
25-39,alive,airbag,belted,1,f,39,2002,1996.0,deploy,driver,no injury
10-24,alive,airbag,belted,1,m,29,2002,2000.0,nodeploy,driver,no injury
10-24,alive,none,belted,1,f,38,2002,1992.0,unavail,driver,no injury
10-24,alive,none,belted,1,m,21,2002,1992.0,unavail,pass,possible injury
25-39,alive,airbag,belted,0,m,35,2002,1996.0,deploy,driver,incapacity
25-39,alive,airbag,belted,0,f,32,2002,1996.0,deploy,pass,possible injury
1-9km/h,alive,airbag,belted,1,f,34,2002,1999.0,deploy,driver,no injury
10-24,alive,airbag,belted,0,m,32,2002,1999.0,nodeploy,driver,incapacity
10-24,alive,airbag,belted,0,f,37,2002,1993.0,deploy,driver,incapacity
10-24,alive,airbag,belted,0,m,78,2002,2002.0,nodeploy,driver,incapacity
10-24,alive,airbag,belted,1,f,48,2002,1993.0,deploy,driver,no incapacity
25-39,alive,none,belted,1,f,84,2002,1981.0,unavail,driver,incapacity
25-39,alive,airbag,belted,0,f,39,2002,2000.0,deploy,driver,incapacity
40-54,alive,airbag,belted,0,m,46,2002,2001.0,deploy,driver,incapacity
10-24,alive,none,belted,1,m,23,2002,1994.0,unavail,driver,incapacity
10-24,alive,none,belted,1,f,19,2002,1994.0,unavail,pass,incapacity
25-39,alive,airbag,belted,1,f,45,2002,1999.0,deploy,driver,incapacity
10-24,alive,airbag,none,1,m,21,2002,1993.0,deploy,driver,incapacity
10-24,alive,airbag,belted,1,m,49,2002,2002.0,nodeploy,driver,incapacity
10-24,alive,airbag,belted,1,f,49,2002,2002.0,nodeploy,pass,incapacity
25-39,alive,airbag,belted,0,f,21,2002,2002.0,nodeploy,driver,incapacity
10-24,alive,none,belted,0,m,57,2002,1986.0,unavail,driver,incapacity
10-24,alive,airbag,belted,1,m,57,2002,2000.0,deploy,driver,incapacity
10-24,alive,airbag,belted,1,f,61,2002,1997.0,deploy,driver,no incapacity
10-24,alive,none,none,1,m,61,2002,1988.0,unavail,driver,incapacity
10-24,alive,none,none,1,m,43,2002,1988.0,unavail,pass,incapacity
10-24,alive,airbag,belted,0,m,59,2002,1996.0,nodeploy,driver,no incapacity
10-24,alive,airbag,belted,1,f,23,2002,1997.0,deploy,driver,no incapacity
10-24,alive,none,belted,1,m,36,2002,1991.0,unavail,driver,incapacity
10-24,alive,airbag,belted,0,f,64,2002,2002.0,deploy,driver,possible injury
1-9km/h,alive,airbag,belted,1,m,66,2002,2003.0,deploy,driver,incapacity
25-39,dead,none,belted,0,m,55,2002,1989.0,unavail,driver,incapacity
25-39,alive,none,belted,1,m,23,2002,1989.0,unavail,driver,no incapacity
25-39,alive,none,belted,0,m,23,2002,1985.0,unavail,driver,incapacity
25-39,dead,none,none,0,m,23,2002,1985.0,unavail,pass,killed
10-24,alive,airbag,belted,0,m,33,2002,1999.0,nodeploy,driver,incapacity
10-24,alive,airbag,belted,0,f,33,2002,1999.0,nodeploy,pass,incapacity
